1678749885.5292406,2,990.921875,346.234375
1678749885.5458398,2,991.484375,345.5625
1678749885.5546277,2,993.3125,346.0
1678749885.5620716,2,992.796875,345.953125
1678749885.5704618,2,992.984375,345.4375
1678749885.5801873,2,993.171875,345.765625
1678749885.603749,2,994.4375,344.90625
1678749885.6621583,2,997.51953125,342.421875
1678749885.670546,2,995.97265625,342.796875
1678749885.6795206,2,996.359375,343.15625
1678749885.7043612,2,997.203125,342.9375
1678749885.7206085,2,998.08203125,342.890625
1678749885.728766,2,998.59375,343.578125
1678749886.3127048,2,1001.90625,349.078125
1678749886.3546448,2,1002.84375,352.5
1678749886.3717792,2,999.828125,354.109375
1678749886.4050188,2,1003.5,356.421875
1678749886.4208677,2,1003.40625,356.921875
1678749886.4876971,2,999.5,359.671875
1678749886.4967737,2,1009.890625,354.6875
1678749886.5046597,2,1006.875,357.0
1678749886.512849,2,1003.578125,355.703125
1678749886.5543466,2,1010.28125,356.453125
1678749886.5962179,2,1012.5,354.71875
1678749886.604361,2,1011.74609375,353.0625
1678749886.620984,2,1012.328125,353.625
1678749886.6459851,2,1017.65625,353.359375
1678749886.704422,2,1022.125,351.578125
1678749886.74604,2,1046.95703125,287.4375
1678749886.7797725,2,1026.16015625,355.0625
1678749886.7961068,2,1056.96875,427.609375
1678749886.8049083,2,1059.21875,427.90625
1678749886.8460996,2,1035.078125,354.875
1678749886.8543727,2,1035.34375,353.625
1678749886.8627942,2,1034.375,354.875
1678749886.8711975,2,1037.03125,355.140625
1678749886.879459,2,1035.09375,353.71875
1678749886.8877764,2,1059.09375,287.078125
1678749886.9210596,2,1059.30078125,289.75
1678749886.9294276,2,1061.24609375,289.65625
1678749886.9377308,2,1061.48046875,288.5
1678749886.9545946,2,1062.69921875,287.15625
1678749886.9628744,2,1063.36328125,287.40625
1678749886.9796205,2,1065.09765625,288.984375
1678749886.9879436,2,1065.15625,288.8125
1678749887.0379174,2,1069.46484375,290.9375
1678749887.0713904,2,1042.90625,359.734375
1678749887.0797138,2,1042.5,359.890625
1678749887.1218622,2,1077.60546875,289.078125
1678749887.1379108,2,1043.625,361.296875
1678749887.1546874,2,1043.265625,363.65625
1678749887.1963317,2,1080.671875,288.1875
1678749887.2212524,2,1046.484375,362.203125
1678749887.2295477,2,1043.765625,362.15625
1678749887.2464304,2,1042.734375,365.671875
1678749887.263232,2,1052.03125,362.71875
1678749887.313123,2,1048.640625,363.65625
1678749887.3302085,2,1089.5,290.9375
1678749887.3381064,2,1089.32421875,294.75
1678749887.3552542,2,1090.87109375,296.6875
1678749887.3719468,2,1091.01171875,293.75
1678749887.4214044,2,1061.359375,370.1875
1678749887.4297652,2,1059.703125,369.296875
1678749887.4465768,2,1063.71875,371.734375
1678749887.4548829,2,1061.296875,371.8125
1678749887.488758,2,1061.39453125,374.515625
1678749887.5047884,2,1062.47265625,374.078125
1678749887.5472398,2,1070.15625,375.375
1678749887.554873,2,1069.59375,375.546875
1678749887.57166,2,1071.984375,377.140625
1678749887.588191,2,1073.34375,377.6875
1678749887.6131108,2,1073.671875,377.28125
1678749887.621677,2,1076.96875,378.140625
1678749887.6635065,2,1091.515625,374.765625
1678749887.6719875,2,1086.640625,375.609375
1678749887.6800442,2,1088.453125,375.96875
1678749887.6883812,2,1090.09375,377.625
1678749887.705129,2,1098.078125,375.828125
1678749887.7138138,2,1100.203125,374.765625
1678749887.7218235,2,1095.90625,376.109375
1678749887.7302535,2,1095.57421875,376.40625
1678749887.7384353,2,1104.0,375.96875
1678749887.7468348,2,1104.1875,375.0
1678749887.7634044,2,1103.5,376.3125
1678749887.7967346,2,1109.06640625,376.40625
1678749887.8053355,2,1110.25,375.921875
1678749887.8134496,2,1112.20703125,375.78125
1678749887.8309824,2,1114.875,376.40625
1678749887.8397624,2,1116.57421875,376.0
1678749887.8555048,2,1119.04296875,374.609375
1678749887.8637516,2,1120.23828125,373.859375
1678749887.8708255,3,27.6484375,501.015625
1678749887.8802621,2,1122.484375,373.28125
1678749887.8884065,2,1126.90625,379.21875
1678749887.896776,2,1133.5625,374.109375
1678749887.9050245,2,1170.421875,313.25
1678749887.9217634,2,1129.140625,372.328125
1678749887.9303448,2,1181.03125,314.25
1678749887.9384472,2,1130.03125,373.375
1678749887.9468122,2,1133.5,370.328125
1678749887.9551136,2,1179.03125,314.0
1678749887.9634585,2,1133.0,373.125
1678749887.9719818,2,1132.765625,372.46875
1678749887.9802268,2,1132.34375,373.75
1678749887.9885535,2,1133.21875,371.296875
1678749887.9967499,2,1133.546875,372.109375
1678749888.012567,3,36.6328125,493.0625
1678749888.0135193,2,1134.671875,373.078125
1678749888.030131,2,1132.59375,373.921875
1678749888.02927,3,44.0703125,492.421875
1678749888.0384643,2,1134.546875,375.375
1678749888.0471067,2,1134.71875,374.5
1678749888.0709593,3,38.0546875,492.125
1678749888.0802186,2,1136.25,377.125
1678749888.08849,2,1135.125,377.859375
1678749888.0967572,2,1136.625,377.1875
1678749888.1054633,2,1136.609375,377.6875
1678749888.113459,2,1135.15234375,375.6875
1678749888.1218677,2,1135.57421875,375.875
1678749888.1300695,3,42.15625,497.3125
1678749888.1301603,2,1135.83203125,375.8125
1678749888.1386404,2,1135.515625,375.96875
1678749888.1470432,2,1135.69140625,375.953125
1678749888.1552558,2,1139.140625,377.6875
1678749888.1636803,2,1136.95703125,375.625
1678749888.1719635,2,1136.93359375,375.375
1678749888.1808617,2,1139.421875,378.0
1678749888.188569,2,1140.28125,380.625
1678749888.1968393,2,1142.3125,377.328125
1678749888.1962557,3,47.7578125,428.875
1678749888.246884,2,1145.28125,381.0
1678749888.256033,2,1141.71875,380.875
1678749888.263742,2,1149.21875,379.421875
1678749888.2720885,2,1149.28125,382.8125
1678749888.2802804,2,1149.46875,379.03125
1678749888.288675,2,1148.50390625,381.296875
1678749888.2971368,2,1149.30078125,382.28125
1678749888.3053913,2,1240.0625,387.5
1678749888.3138044,2,1190.7421875,311.703125
1678749888.321204,3,67.875,432.578125
1678749888.3378081,3,72.5625,434.328125
1678749888.3303578,2,1243.78125,385.296875
1678749888.3472612,2,1174.421875,385.296875
1678749888.372542,2,1250.203125,387.625
1678749888.413756,2,1178.0,391.359375
1678749888.4462268,3,89.9375,431.75
1678749888.4796457,3,94.734375,433.5
1678749888.497385,2,1244.34375,316.765625
1678749888.5053961,2,1212.25390625,401.0
1678749888.5304217,2,1209.4609375,333.84375
1678749888.5471952,2,1256.40625,313.546875
1678749888.5721786,2,1238.84765625,393.4375
1678749888.6055465,2,1250.3125,384.171875
1678749888.638823,2,1263.453125,379.671875
1678749889.2136724,3,145.40625,471.328125
1678749889.255053,3,149.90625,468.078125
1678749889.2638962,3,150.21875,466.84375
1678749889.2761314,4,1.421875,417.984375
1678749889.2801874,3,148.921875,467.0
1678749889.2845843,4,3.984375,417.546875
1678749889.2885005,3,153.5,464.875
1678749889.321864,3,157.09765625,462.875
1678749889.3264976,4,11.703125,411.0625
1678749889.330234,3,157.796875,460.65625
1678749889.3384914,3,159.734375,459.625
1678749889.3433285,4,11.671875,409.921875
1678749889.3467617,3,162.28125,458.09375
1678749889.3551319,3,161.4375,457.625
1678749889.3594856,4,14.703125,408.921875
1678749889.3679566,4,16.40625,405.265625
1678749889.3634515,3,162.56640625,456.75
1678749889.3763556,4,16.421875,407.15625
1678749889.3715878,3,165.984375,457.75
1678749889.3799667,3,166.71875,454.90625
1678749889.3849773,4,17.984375,403.953125
1678749889.3930483,4,22.48828125,403.0625
1678749889.3968482,3,169.0625,453.328125
